League,Team,Season,Player
italy,Parma,2013,massimo gobbi
italy,Parma,2013,nicola sansone
italy,Parma,2013,raffaele palladino
italy,Parma,2013,yohan benalouane
spain,Rayo Vallecano,2013,javi fuego
spain,Rayo Vallecano,2013,jordi amat
spain,Rayo Vallecano,2013,jordi figueras
spain,Rayo Vallecano,2013,tito
spain,Real Betis,2013,casemiro
spain,Real Betis,2013,casto
spain,Real Betis,2013,damien perquis
spain,Real Betis,2013,fabricio
spain,Real Betis,2013,guillermo molins
spain,Real Betis,2013,joel campbell
spain,Real Betis,2013,jonathan pereira
spain,Real Betis,2013,jorge molina
spain,Real Betis,2013,juan carlos
spain,Real Betis,2013,nono
spain,Real Betis,2013,nosa
spain,Real Betis,2013,salva sevilla
spain,Real Madrid,2013,casemiro
spain,Real Madrid,2013,cristiano ronaldo
spain,Real Madrid,2013,karim benzema
spain,Real Madrid,2013,maikel mesa
spain,Real Madrid,2013,marcelo
spain,Real Madrid,2013,morata
spain,Real Madrid,2013,omar mascarell
spain,Real Madrid,2013,pepe
spain,Real Madrid,2013,sami khedira
spain,Real Madrid,2013,sergio ramos
spain,Real Madrid,2013,unai garcia
spain,Real Madrid,2013,xabi alonso
spain,Real Sociedad,2013,antoine griezmann
spain,Real Sociedad,2013,carlos vela
spain,Real Sociedad,2013,claudio bravo
spain,Real Sociedad,2013,gonzalo castro
spain,Real Sociedad,2013,javi ros
spain,Real Sociedad,2013,markel bergara
spain,Real Sociedad,2013,mikel gonzalez
spain,Real Sociedad,2013,oguchi onyewu
spain,Real Sociedad,2013,xabi prieto
spain,Real Valladolid,2013,antonio rukavina
spain,Real Valladolid,2013,daniel larsson
spain,Real Valladolid,2013,javi guerra
spain,Real Valladolid,2013,manucho
spain,Real Valladolid,2013,omar ramos
spain,Real Valladolid,2013,oscar
spain,Real Valladolid,2013,patrick ebert
spain,Real Valladolid,2013,valdet rama
spain,Real Zaragoza,2013,abraham
spain,Real Zaragoza,2013,carmona
spain,Real Zaragoza,2013,edu oriol
spain,Real Zaragoza,2013,franco zuculini
spain,Real Zaragoza,2013,glenn loovens
spain,Real Zaragoza,2013,tiago pinto
germany,SC Freiburg,2013,anton putsila
germany,SC Freiburg,2013,daniel caligiuri
germany,SC Freiburg,2013,fallou diagne
germany,SC Freiburg,2013,ivan santini
germany,SC Freiburg,2013,jan rosenthal
germany,SC Freiburg,2013,johannes flum
germany,SC Freiburg,2013,jonathan schmid
germany,SC Freiburg,2013,julian schuster
germany,SC Freiburg,2013,marco terrazzino
germany,SC Freiburg,2013,matthias ginter
germany,SC Freiburg,2013,max kruse
germany,SC Freiburg,2013,oliver baumann
germany,SC Freiburg,2013,oliver sorg
germany,SC Freiburg,2013,sebastian freis
germany,SC Freiburg,2013,sebastian kerk
italy,Sampdoria,2013,andrea costa
italy,Sampdoria,2013,andrea poli
italy,Sampdoria,2013,angelo palombo
italy,Sampdoria,2013,daniele gastaldello
italy,Sampdoria,2013,eder
italy,Sampdoria,2013,gaetano berardi
italy,Sampdoria,2013,lorenzo de silvestri
italy,Sampdoria,2013,marcelo estigarribia
italy,Sampdoria,2013,mauro icardi
italy,Sampdoria,2013,roberto soriano
italy,Sampdoria,2013,sergio romero
italy,Sampdoria,2013,shkodran mustafi
italy,Sampdoria,2013,tommaso berni
germany,Schalke 04,2013,atsuto uchida
germany,Schalke 04,2013,christian fuchs
germany,Schalke 04,2013,christoph moritz
germany,Schalke 04,2013,ibrahim afellay
germany,Schalke 04,2013,jermaine jones
germany,Schalke 04,2013,joel matip
germany,Schalke 04,2013,julian draxler
germany,Schalke 04,2013,kyriakos papadopoulos
germany,Schalke 04,2013,lars unnerstall
germany,Schalke 04,2013,lewis holtby
germany,Schalke 04,2013,max meyer
germany,Schalke 04,2013,patrick rakovsky
germany,Schalke 04,2013,raffael
germany,Schalke 04,2013,sebastian kerk
germany,Schalke 04,2013,teemu pukki
germany,Schalke 04,2013,tranquillo barnetta
spain,Sevilla,2013,alberto moreno
spain,Sevilla,2013,beto
spain,Sevilla,2013,bryan rabello
spain,Sevilla,2013,cala
spain,Sevilla,2013,coke
spain,Sevilla,2013,diego perotti
spain,Sevilla,2013,federico fazio
spain,Sevilla,2013,fernando navarro
spain,Sevilla,2013,gary medel
spain,Sevilla,2013,geoffrey kondogbia
spain,Sevilla,2013,hedwiges maduro
spain,Sevilla,2013,manu del moral
italy,Siena,2013,alessandro rosina
italy,Siena,2013,claudio terzi
italy,Siena,2013,daniele mannini
italy,Siena,2013,felipe
italy,Siena,2013,francesco bolzoni
italy,Siena,2013,francesco della rocca
italy,Siena,2013,gianluca pegolo
italy,Siena,2013,jorge teixeira
italy,Siena,2013,manuel coppola
italy,Siena,2013,marco donadel
italy,Siena,2013,nicola belmonte
italy,Siena,2013,roberto vitiello
italy,Siena,2013,valerio verre
france,Sochaux,2013,edouard butin
france,Sochaux,2013,giovanni sio
france,Sochaux,2013,kingsley coman
france,Sochaux,2013,pierrick cros
france,Sochaux,2013,ryad boudebouz
france,Sochaux,2013,simon pouplin
france,Sochaux,2013,sloan privat
france,Sochaux,2013,vincent nogueira
germany,SpVgg Greuther Furth,2013,abdul rahman baba
germany,SpVgg Greuther Furth,2013,bernd nehrig
germany,SpVgg Greuther Furth,2013,edgar prib
germany,SpVgg Greuther Furth,2013,felix klaus
germany,SpVgg Greuther Furth,2013,johannes geis
germany,SpVgg Greuther Furth,2013,jung bin park
germany,SpVgg Greuther Furth,2013,lasse sobiech
germany,SpVgg Greuther Furth,2013,matthias zimmermann
germany,SpVgg Greuther Furth,2013,sercan sararer
germany,SpVgg Greuther Furth,2013,thanos petsos
germany,SpVgg Greuther Furth,2013,thomas pledl
germany,SpVgg Greuther Furth,2013,tobias mikkelsen
germany,SpVgg Greuther Furth,2013,wolfgang hesl
france,St Etienne,2013,bakary sako
france,St Etienne,2013,fabien lemoine
france,St Etienne,2013,faouzi ghoulam
france,St Etienne,2013,idriss saadi
france,St Etienne,2013,jonathan brison
france,St Etienne,2013,josuha guilavogui
france,St Etienne,2013,kurt zouma
france,St Etienne,2013,max gradel
france,St Etienne,2013,renaud cohade
france,St Etienne,2013,romain hamouma
france,Stade Rennes,2013,alou diarra
france,Stade Rennes,2013,axel ngando
france,Stade Rennes,2013,cheick diarra
france,Stade Rennes,2013,chris mavinga
france,Stade Rennes,2013,dimitri foulquier
france,Stade Rennes,2013,romain alessandrini
france,Stade Rennes,2013,sadio diallo
france,Stade Rennes,2013,steven moreira
france,Stade Rennes,2013,vincent pajot
france,Stade de Reims,2013,albert rafetraniaina
france,Stade de Reims,2013,anthony weber
france,Stade de Reims,2013,antoine devaux
france,Stade de Reims,2013,christopher glombard
france,Stade de Reims,2013,diego
france,Stade de Reims,2013,franck signorino
france,Stade de Reims,2013,grzegorz krychowiak
france,Stade de Reims,2013,julien toudic
france,Stade de Reims,2013,mohamed fofana
germany,TSG Hoffenheim,2013,andreas beck
germany,TSG Hoffenheim,2013,andreas ludwig
germany,TSG Hoffenheim,2013,david abraham
germany,TSG Hoffenheim,2013,dominik kohr
germany,TSG Hoffenheim,2013,eren derdiyok
germany,TSG Hoffenheim,2013,fabian johnson
germany,TSG Hoffenheim,2013,jannik vestergaard
germany,TSG Hoffenheim,2013,joselu
germany,TSG Hoffenheim,2013,kevin volland
germany,TSG Hoffenheim,2013,koen casteels
germany,TSG Hoffenheim,2013,marvin compper
germany,TSG Hoffenheim,2013,roberto firmino
germany,TSG Hoffenheim,2013,sebastian rudy
germany,TSG Hoffenheim,2013,stefan thesker
germany,TSG Hoffenheim,2013,sven schipplock
germany,TSG Hoffenheim,2013,takashi usami
germany,TSG Hoffenheim,2013,vincenzo grifo
italy,Torino,2013,alessandro gazzi
italy,Torino,2013,alessio cerci
italy,Torino,2013,angelo ogbonna
italy,Torino,2013,bruno petkovic
italy,Torino,2013,giuseppe vives
italy,Torino,2013,kamil glik
italy,Torino,2013,matteo brighi
italy,Torino,2013,matteo darmian
italy,Torino,2013,migjen basha
italy,Torino,2013,riccardo meggiorini
italy,Torino,2013,rolando bianchi
italy,Torino,2013,simone verdi
italy,Torino,2013,valter birsa
france,Toulouse,2013,adrien regattin
france,Toulouse,2013,ali ahamada
france,Toulouse,2013,aymen abdennour
france,Toulouse,2013,daniel braaten
france,Toulouse,2013,etienne capoue
france,Toulouse,2013,etienne didot
france,Toulouse,2013,franck tabanou
france,Toulouse,2013,issiaga sylla
france,Toulouse,2013,moussa sissoko
france,Toulouse,2013,pavle ninkov
france,Toulouse,2013,serge aurier
france,Toulouse,2013,steeve yago
france,Toulouse,2013,wissam ben yedder
france,Troyes,2013,benjamin nivet
france,Troyes,2013,corentin jean
france,Troyes,2013,jimmy cabot
france,Troyes,2013,julien faussurier
france,Troyes,2013,matthieu saunier
france,Troyes,2013,maxime colin
france,Troyes,2013,mohamed yattara
france,Troyes,2013,mounir obbadi
france,Troyes,2013,thiago xavier
france,Troyes,2013,yohann thuram
italy,US Pescara,2013,alberto cerri
italy,US Pescara,2013,antonio balzano
italy,US Pescara,2013,birkir bjarnason
italy,US Pescara,2013,damiano zanon
italy,US Pescara,2013,danilo soddimo
italy,US Pescara,2013,emmanuel cascione
italy,US Pescara,2013,federico di francesco
italy,US Pescara,2013,gianluca caprari
italy,US Pescara,2013,giuseppe rizzo
italy,US Pescara,2013,juan quintero
italy,US Pescara,2013,marco capuano
italy,US Pescara,2013,matti lund nielsen
italy,US Pescara,2013,mattia perin
italy,US Pescara,2013,milton caraglio
italy,US Pescara,2013,simone romagnoli
italy,Udinese,2013,allan
italy,Udinese,2013,andrea lazzari
italy,Udinese,2013,daniele padelli
italy,Udinese,2013,danilo
italy,Udinese,2013,emmanuel badu
italy,Udinese,2013,gabriel silva
italy,Udinese,2013,gabriele angella
italy,Udinese,2013,giampiero pinzi
italy,Udinese,2013,luis muriel
italy,Udinese,2013,marco davide faraoni
italy,Udinese,2013,roberto pereyra
italy,Udinese,2013,thomas heurtaux
spain,Valencia,2013,adil rami
spain,Valencia,2013,aly cissokho
spain,Valencia,2013,diego alves
spain,Valencia,2013,fernando gago
spain,Valencia,2013,hassan yebda
spain,Valencia,2013,jonas
spain,Valencia,2013,jonathan viera
spain,Valencia,2013,pablo piatti
spain,Valencia,2013,ricardo costa
spain,Valencia,2013,sofiane feghouli
france,Valenciennes,2013,david ducourtioux
france,Valenciennes,2013,david oberhauser
france,Valenciennes,2013,gil
france,Valenciennes,2013,kenny lala
france,Valenciennes,2013,lindsay rose
france,Valenciennes,2013,mamadou samassa
france,Valenciennes,2013,mathieu dossevi
france,Valenciennes,2013,nicolas penneteau
france,Valenciennes,2013,vincent aboubakar
germany,VfB Stuttgart,2013,alexandru maxim
germany,VfB Stuttgart,2013,arthur boka
germany,VfB Stuttgart,2013,ashkan dejagah
germany,VfB Stuttgart,2013,christian gentner
germany,VfB Stuttgart,2013,cristian molinaro
germany,VfB Stuttgart,2013,daniel didavi
germany,VfB Stuttgart,2013,federico macheda
germany,VfB Stuttgart,2013,georg niedermeier
germany,VfB Stuttgart,2013,martin harnik
germany,VfB Stuttgart,2013,raphael holzhauser
germany,VfB Stuttgart,2013,serdar tasci
germany,VfB Stuttgart,2013,shinji okazaki
germany,VfB Stuttgart,2013,sven ulreich
germany,VfB Stuttgart,2013,tim hoogland
germany,VfB Stuttgart,2013,tunay torun
germany,VfB Stuttgart,2013,william kvist
germany,VfL Wolfsburg,2013,alexander madlung
germany,VfL Wolfsburg,2013,ashkan dejagah
germany,VfL Wolfsburg,2013,bas dost
germany,VfL Wolfsburg,2013,diego
germany,VfL Wolfsburg,2013,diego benaglio
germany,VfL Wolfsburg,2013,emanuel pogatetz
germany,VfL Wolfsburg,2013,makoto hasebe
germany,VfL Wolfsburg,2013,maximilian arnold
germany,VfL Wolfsburg,2013,naldo
germany,VfL Wolfsburg,2013,robin knoche
germany,VfL Wolfsburg,2013,thomas kahlenberg
germany,VfL Wolfsburg,2013,vieirinha
germany,Werder Bremen,2013,aaron hunt
germany,Werder Bremen,2013,aleksandar ignjovski
germany,Werder Bremen,2013,clemens fritz
germany,Werder Bremen,2013,deniz kadah
germany,Werder Bremen,2013,eljero elia
germany,Werder Bremen,2013,felix kroos
germany,Werder Bremen,2013,johannes wurtz
germany,Werder Bremen,2013,joseph akpala
germany,Werder Bremen,2013,kevin de bruyne
germany,Werder Bremen,2013,lukas schmitz
germany,Werder Bremen,2013,mehmet ekici
germany,Werder Bremen,2013,nils petersen
germany,Werder Bremen,2013,philipp bargfrede
germany,Werder Bremen,2013,sebastian mielitz
germany,Werder Bremen,2013,sokratis
germany,Werder Bremen,2013,theodor gebre selassie
germany,Werder Bremen,2013,tom trybull
france,AC Ajaccio,2014,alessandro crescenzi
france,AC Ajaccio,2014,denis tonucci
france,AC Ajaccio,2014,eduardo
france,AC Ajaccio,2014,guillermo ochoa
france,AC Ajaccio,2014,issa baradji
france,AC Ajaccio,2014,johan cavalli
france,AC Ajaccio,2014,joshua nadeau
france,AC Ajaccio,2014,junior tallo
france,AC Ajaccio,2014,mehdi mostefa
france,AC Ajaccio,2014,oumar sissoko
france,AC Ajaccio,2014,paul lasne
france,AC Ajaccio,2014,ricardo faty
france,AC Ajaccio,2014,ronald zubar
france,AC Ajaccio,2014,sigamary diarra
italy,AC Milan,2014,adel taarabt
italy,AC Milan,2014,adil rami
italy,AC Milan,2014,andrea poli
italy,AC Milan,2014,antonio nocerino
italy,AC Milan,2014,bryan cristante
italy,AC Milan,2014,cristian zaccardo
italy,AC Milan,2014,cristian zapata
italy,AC Milan,2014,daniele bonera
italy,AC Milan,2014,gabriel
italy,AC Milan,2014,giampaolo pazzini
italy,AC Milan,2014,ignazio abate
italy,AC Milan,2014,keisuke honda
italy,AC Milan,2014,marco amelia
italy,AC Milan,2014,mario balotelli
italy,AC Milan,2014,mattia de sciglio
italy,AC Milan,2014,nigel de jong
italy,AC Milan,2014,riccardo montolivo
italy,AC Milan,2014,riccardo saponara
italy,AC Milan,2014,stephan el shaarawy
italy,AC Milan,2014,urby emanuelson
italy,AC Milan,2014,valter birsa
france,AS Monaco,2014,andrea raggi
france,AS Monaco,2014,anthony martial
france,AS Monaco,2014,fabinho
france,AS Monaco,2014,falcao
france,AS Monaco,2014,geoffrey kondogbia
france,AS Monaco,2014,jessy pi
france,AS Monaco,2014,layvin kurzawa
france,AS Monaco,2014,lucas ocampos
france,AS Monaco,2014,marcel tisserand
france,AS Monaco,2014,mounir obbadi
france,AS Monaco,2014,nabil dirar
france,AS Monaco,2014,sergio romero
italy,AS Roma,2014,alessandro florenzi
italy,AS Roma,2014,alessio romagnoli
italy,AS Roma,2014,daniele de rossi
italy,AS Roma,2014,federico dionisi
italy,AS Roma,2014,federico ricci
italy,AS Roma,2014,francesco totti
italy,AS Roma,2014,gianluca caprari
italy,AS Roma,2014,kevin strootman
italy,AS Roma,2014,luca mazzitelli
italy,AS Roma,2014,maicon
italy,AS Roma,2014,marco borriello
italy,AS Roma,2014,marco storari
italy,AS Roma,2014,mattia destro
italy,AS Roma,2014,medhi benatia
italy,AS Roma,2014,michael bradley
italy,AS Roma,2014,morgan de sanctis
italy,AS Roma,2014,tin jedvaj
spain,Almeria,2014,aleix vidal
spain,Almeria,2014,christian
spain,Almeria,2014,corona
spain,Almeria,2014,diego llorente
spain,Almeria,2014,esteban
spain,Almeria,2014,marcelo silva
spain,Almeria,2014,marco torsiglieri
spain,Almeria,2014,suso
spain,Almeria,2014,verza
england,Arsenal,2014,aaron ramsey
england,Arsenal,2014,bacary sagna
england,Arsenal,2014,carl jenkinson
england,Arsenal,2014,elliott bennett
england,Arsenal,2014,jack wilshere
england,Arsenal,2014,jordon ibe
england,Arsenal,2014,kieran gibbs
england,Arsenal,2014,laurent koscielny
england,Arsenal,2014,lukas podolski
england,Arsenal,2014,mathieu flamini
england,Arsenal,2014,nacho monreal
england,Arsenal,2014,nicklas bendtner
england,Arsenal,2014,olivier giroud
england,Arsenal,2014,per mertesacker
england,Arsenal,2014,serge gnabry
england,Arsenal,2014,theo walcott
england,Arsenal,2014,thomas vermaelen
england,Arsenal,2014,yaya sanogo
england,Aston Villa,2014,aleksandar tonev
england,Aston Villa,2014,andreas weimann
england,Aston Villa,2014,ashley westwood
england,Aston Villa,2014,brad guzan
england,Aston Villa,2014,callum robinson
england,Aston Villa,2014,chris herd
england,Aston Villa,2014,christian benteke
england,Aston Villa,2014,ciaran clark
england,Aston Villa,2014,fabian delph
england,Aston Villa,2014,gabriel agbonlahor
england,Aston Villa,2014,joe bennett
england,Aston Villa,2014,jordan bowery
england,Aston Villa,2014,karim el ahmadi
england,Aston Villa,2014,leandro bacuna
england,Aston Villa,2014,marc albrighton
england,Aston Villa,2014,matthew lowton
england,Aston Villa,2014,nathan baker
england,Aston Villa,2014,ron vlaar
england,Aston Villa,2014,yacouba sylla
italy,Atalanta,2014,andrea consigli
italy,Atalanta,2014,carlos carmona
italy,Atalanta,2014,constantin nica
italy,Atalanta,2014,cristian raimondi
italy,Atalanta,2014,cristiano del grosso
italy,Atalanta,2014,daniele baselli
italy,Atalanta,2014,davide brivio
italy,Atalanta,2014,franco brienza
italy,Atalanta,2014,giacomo bonaventura
italy,Atalanta,2014,giulio migliaccio
italy,Atalanta,2014,giuseppe de luca
italy,Atalanta,2014,godfred donsah
italy,Atalanta,2014,guglielmo stendardo
italy,Atalanta,2014,guido marilungo
italy,Atalanta,2014,luca cigarini
italy,Atalanta,2014,luigi giorgi
italy,Atalanta,2014,marco sportiello
italy,Atalanta,2014,marko livaja
italy,Atalanta,2014,mattia caldara
italy,Atalanta,2014,moussa kone
spain,Athletic Bilbao,2014,ander herrera
spain,Athletic Bilbao,2014,aymeric laporte
spain,Athletic Bilbao,2014,guillermo
spain,Athletic Bilbao,2014,kike sola
spain,Athletic Bilbao,2014,mikel rico
spain,Atletico Madrid,2014,arda turan
spain,Atletico Madrid,2014,christian
spain,Atletico Madrid,2014,david villa
spain,Atletico Madrid,2014,diego
spain,Atletico Madrid,2014,diego costa
spain,Atletico Madrid,2014,gabi
spain,Atletico Madrid,2014,koke
spain,Atletico Madrid,2014,miranda
spain,Atletico Madrid,2014,thibaut courtois
spain,Atletico Madrid,2014,tiago
spain,Atletico Madrid,2014,toby alderweireld
spain,Barcelona,2014,adriano
spain,Barcelona,2014,alexandre song
spain,Barcelona,2014,cristian tello
spain,Barcelona,2014,dani alves
spain,Barcelona,2014,javier mascherano
spain,Barcelona,2014,jonathan dos santos
spain,Barcelona,2014,jordi alba
spain,Barcelona,2014,lionel messi
spain,Barcelona,2014,neymar
spain,Barcelona,2014,pedro
spain,Barcelona,2014,sergi roberto
spain,Barcelona,2014,sergio busquets
france,Bastia,2014,abdoulaye keita
france,Bastia,2014,adama ba
france,Bastia,2014,florian raspentino
france,Bastia,2014,gianni bruno
france,Bastia,2014,gilles cioni
france,Bastia,2014,julian palmieri
france,Bastia,2014,larry azouni
france,Bastia,2014,ludovic genest
france,Bastia,2014,toifilou maoulida
france,Bastia,2014,wahbi khazri
france,Bastia,2014,yannick cahuzac
germany,Bayer Leverkusen,2014,bernd leno
germany,Bayer Leverkusen,2014,emre can
germany,Bayer Leverkusen,2014,eren derdiyok
germany,Bayer Leverkusen,2014,giulio donati
germany,Bayer Leverkusen,2014,gonzalo castro
germany,Bayer Leverkusen,2014,jens hegeler
germany,Bayer Leverkusen,2014,julian brandt
germany,Bayer Leverkusen,2014,konstantinos stafylidis
germany,Bayer Leverkusen,2014,lars bender
germany,Bayer Leverkusen,2014,philipp wollscheid
germany,Bayer Leverkusen,2014,robbie kruse
germany,Bayer Leverkusen,2014,roberto hilbert
germany,Bayer Leverkusen,2014,sebastian boenisch
germany,Bayer Leverkusen,2014,sidney sam
germany,Bayern Munich,2014,arjen robben
germany,Bayern Munich,2014,bastian schweinsteiger
germany,Bayern Munich,2014,christoph janker
germany,Bayern Munich,2014,claudio pizarro
germany,Bayern Munich,2014,dante
germany,Bayern Munich,2014,david alaba
germany,Bayern Munich,2014,diego contento
germany,Bayern Munich,2014,felix wiedwald
germany,Bayern Munich,2014,javi martinez
germany,Bayern Munich,2014,kyriakos papadopoulos
germany,Bayern Munich,2014,manuel neuer
germany,Bayern Munich,2014,mitchell weiser
germany,Bayern Munich,2014,philipp lahm
germany,Bayern Munich,2014,rafinha
germany,Bayern Munich,2014,tom starke
germany,Bayern Munich,2014,toni kroos
germany,Bayern Munich,2014,xherdan shaqiri
italy,Bologna,2014,alessandro diamanti
italy,Bologna,2014,andrea mantovani
italy,Bologna,2014,archimede morleo
italy,Bologna,2014,dejan stojanovic
italy,Bologna,2014,diego laxalt
italy,Bologna,2014,erik friberg
italy,Bologna,2014,francesco della rocca
italy,Bologna,2014,mikael antonsson
italy,Bologna,2014,panagiotis kone
italy,Bologna,2014,rene krhin
italy,Bologna,2014,robert acquafresca
italy,Bologna,2014,rolando bianchi
france,Bordeaux,2014,enzo crivelli
france,Bordeaux,2014,fahid ben khalfallah
france,Bordeaux,2014,guillaume hoarau
france,Bordeaux,2014,hadi sacko
france,Bordeaux,2014,henri saivet
france,Bordeaux,2014,ludovic obraniak
france,Bordeaux,2014,mariano
germany,Borussia Dortmund,2014,erik durm
germany,Borussia Dortmund,2014,henrikh mkhitaryan
germany,Borussia Dortmund,2014,jonas hofmann
germany,Borussia Dortmund,2014,julian schieber
germany,Borussia Dortmund,2014,marcel schmelzer
germany,Borussia Dortmund,2014,marco reus
germany,Borussia Dortmund,2014,marian sarr
germany,Borussia Dortmund,2014,mats hummels
germany,Borussia Dortmund,2014,mitchell langerak
germany,Borussia Dortmund,2014,robert lewandowski
germany,Borussia Dortmund,2014,roman weidenfeller
germany,Borussia Dortmund,2014,sokratis
germany,Borussia Dortmund,2014,sven bender
germany,Borussia Monchengladbach,2014,amin younes
germany,Borussia Monchengladbach,2014,branimir hrgota
germany,Borussia Monchengladbach,2014,christoph kramer
germany,Borussia Monchengladbach,2014,filip daems
germany,Borussia Monchengladbach,2014,granit xhaka
germany,Borussia Monchengladbach,2014,julian korb
germany,Borussia Monchengladbach,2014,lukas rupp
germany,Borussia Monchengladbach,2014,luuk de jong
germany,Borussia Monchengladbach,2014,max kruse
germany,Borussia Monchengladbach,2014,oscar wendt
germany,Borussia Monchengladbach,2014,patrick herrmann
germany,Borussia Monchengladbach,2014,raffael
germany,Borussia Monchengladbach,2014,tony jantschke
italy,Cagliari,2014,albin ekdal
italy,Cagliari,2014,andrea tabanelli
italy,Cagliari,2014,daniele dessena
italy,Cagliari,2014,danilo avelar
italy,Cagliari,2014,dario del fabro
italy,Cagliari,2014,davide astori
italy,Cagliari,2014,gabriele perico
italy,Cagliari,2014,juan cuadrado
italy,Cagliari,2014,luca rossettini
italy,Cagliari,2014,marco sau
italy,Cagliari,2014,marco silvestri
italy,Cagliari,2014,mauricio pinilla
italy,Cagliari,2014,nicola murru
italy,Cagliari,2014,sebastian eriksson
italy,Cagliari,2014,simone pepe
england,Cardiff,2014,andreas cornelius
england,Cardiff,2014,andrew taylor
england,Cardiff,2014,aron gunnarsson
england,Cardiff,2014,ben turner
england,Cardiff,2014,cala
england,Cardiff,2014,craig noone
england,Cardiff,2014,david marshall
england,Cardiff,2014,declan john
england,Cardiff,2014,don cowie
england,Cardiff,2014,fabio
england,Cardiff,2014,fraizer campbell
england,Cardiff,2014,gary medel
england,Cardiff,2014,jo inge berget
england,Cardiff,2014,jordon mutch
england,Cardiff,2014,kevin mcnaughton
england,Cardiff,2014,magnus wolff eikrem
england,Cardiff,2014,mark hudson
england,Cardiff,2014,nicky maynard
england,Cardiff,2014,peter whittingham
england,Cardiff,2014,steven caulker
italy,Catania,2014,bruno petkovic
italy,Catania,2014,bruno uvini
italy,Catania,2014,cristiano biraghi
italy,Catania,2014,francesco fedato
italy,Catania,2014,gino peruzzi
italy,Catania,2014,giuseppe bellusci
italy,Catania,2014,gonzalo bergessio
italy,Catania,2014,keko
italy,Catania,2014,lucas castro
italy,Catania,2014,marco sportiello
italy,Catania,2014,mariano izco
italy,Catania,2014,mattia caldara
italy,Catania,2014,pablo barrientos
italy,Catania,2014,souleymane doukara
spain,Celta Vigo,2014,charles
spain,Celta Vigo,2014,david costas
spain,Celta Vigo,2014,gustavo cabral
spain,Celta Vigo,2014,hugo mallo
spain,Celta Vigo,2014,jonny
spain,Celta Vigo,2014,nolito
spain,Celta Vigo,2014,rafinha
spain,Celta Vigo,2014,santi mina
spain,Celta Vigo,2014,welliton
spain,Celta Vigo,2014,yoel
england,Chelsea,2014,ashley cole
england,Chelsea,2014,brad smith
england,Chelsea,2014,david luiz
england,Chelsea,2014,demba ba
england,Chelsea,2014,eden hazard
england,Chelsea,2014,fernando torres
england,Chelsea,2014,gary cahill
england,Chelsea,2014,john terry
england,Chelsea,2014,mohamed salah
england,Chelsea,2014,oscar
england,Chelsea,2014,willian
italy,Chievo Verona,2014,alberto paloschi
italy,Chievo Verona,2014,alessandro bernardini
italy,Chievo Verona,2014,boadu maxwell acosty
italy,Chievo Verona,2014,christian puggioni
italy,Chievo Verona,2014,claiton
italy,Chievo Verona,2014,dario dainelli
italy,Chievo Verona,2014,gennaro sardo
italy,Chievo Verona,2014,ivan radovanovic
italy,Chievo Verona,2014,leandro paredes
italy,Chievo Verona,2014,luca rigoni
italy,Chievo Verona,2014,matteo ardemagni
italy,Chievo Verona,2014,nicolas frey
italy,Chievo Verona,2014,paul papp
italy,Chievo Verona,2014,perparim hetemaj
italy,Chievo Verona,2014,riccardo improta
italy,Chievo Verona,2014,sergio pellissier
italy,Chievo Verona,2014,tomasz kupisz
england,Crystal Palace,2014,aaron wilbraham
england,Crystal Palace,2014,adrian mariappa
england,Crystal Palace,2014,barry bannan
england,Crystal Palace,2014,cameron jerome
england,Crystal Palace,2014,chris david
england,Crystal Palace,2014,damien delaney
england,Crystal Palace,2014,dean moxey
england,Crystal Palace,2014,dedryck boyata
england,Crystal Palace,2014,dwight gayle
england,Crystal Palace,2014,glenn murray
england,Crystal Palace,2014,jason puncheon
england,Crystal Palace,2014,jerome thomas
england,Crystal Palace,2014,joe ledley
england,Crystal Palace,2014,joel ward
england,Crystal Palace,2014,jonathan parr
england,Crystal Palace,2014,jonathan williams
england,Crystal Palace,2014,scott dann
england,Crystal Palace,2014,wayne hennessey
england,Crystal Palace,2014,yannick bolasie
germany,Eintracht Frankfurt,2014,alexander madlung
germany,Eintracht Frankfurt,2014,alexander meier
germany,Eintracht Frankfurt,2014,bastian oczipka
germany,Eintracht Frankfurt,2014,carlos zambrano
germany,Eintracht Frankfurt,2014,constant djakpa
germany,Eintracht Frankfurt,2014,felix wiedwald
germany,Eintracht Frankfurt,2014,jan rosenthal
germany,Eintracht Frankfurt,2014,johannes flum
germany,Eintracht Frankfurt,2014,joselu
germany,Eintracht Frankfurt,2014,kevin trapp
germany,Eintracht Frankfurt,2014,marc stendera
germany,Eintracht Frankfurt,2014,marco russ
germany,Eintracht Frankfurt,2014,marvin bakalorz
germany,Eintracht Frankfurt,2014,pirmin schwegler
germany,Eintracht Frankfurt,2014,sebastian jung
germany,Eintracht Frankfurt,2014,sebastian rode
germany,Eintracht Frankfurt,2014,stefan aigner
germany,Eintracht Frankfurt,2014,stefano celozzi
germany,Eintracht Frankfurt,2014,takashi inui
germany,Eintracht Frankfurt,2014,tranquillo barnetta
spain,Elche,2014,carles gil
spain,Elche,2014,cristian herrera
spain,Elche,2014,edu albacar
spain,Elche,2014,fidel
spain,Elche,2014,garry mendes rodrigues
spain,Elche,2014,manu del moral
spain,Elche,2014,manu herrera
spain,Elche,2014,welliton
spain,Espanyol,2014,abraham
spain,Espanyol,2014,alex
spain,Espanyol,2014,christian stuani
spain,Espanyol,2014,diego colotto
spain,Espanyol,2014,fuentes
